step,timeperf/rollout,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/importance_weight/max,timeperf/recompute_logp,ppo_actor/correct_seq_len/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/importance_weight/min,teacher_answer_n_seqs,ppo_actor/correct_seq_len/max,ppo_actor/update/approx_kl/min,ppo_actor/update/lr,teacher_answer_logp/avg,ppo_actor/correct_seq_len/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/n_tokens,teacher_answer_logp/min,ppo_actor/eps_clip,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/n_valid_tokens,teacher_answer_logp/max,ppo_actor/final_reward/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/new_logp/avg,teacher_answer_reward/avg,ppo_actor/final_reward/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/new_logp/max,teacher_answer_reward/min,ppo_actor/final_reward/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/new_logp/min,teacher_answer_reward/max,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/incorrect_seq_len/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/incorrect_seq_len/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clipped_tokens,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/kl_rewards/max,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/kl_rewards/min,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,teacher_format_found/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,teacher_format_found/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,teacher_format_found/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_theta_max,teacher_optimized_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_theta_min,teacher_optimized_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/v_proximal,teacher_optimized_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/v_theta,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/vocab_max_logits/avg,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/vocab_max_logits/max,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/vocab_max_logits/min,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_min_logits/avg,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_min_logits/max,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_min_logits/min,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/entropy/avg,ppo_actor/use_dual_clip,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/entropy/max,rollout/accepted,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/entropy/min,rollout/reward,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/grad_norm,eval-rollout/reward,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/importance_weight/avg
121,0.0015826,77.0,0.0,1.0,0.50475,339.69,0.0,1.0,256.0,552.0,0.0,3e-06,-2.2686,232.0,-0.0011157,122080.0,-9.172,0.25,0.84586,75922.0,0.0,-4.2329e-05,-0.79042,-0.23498,-1.9739,2.0787,1.0004,0.0,-8.8585,-2.381,2.33,-4.5609,0.95833,179.0,0.45366,-0.23387,4.875,535.89,0.0,0.0,2.0,649.0,0.0,-4.5641,19.0,267.0,0.0,0.0,471.48,0.0,0.0,75922.0,229.0,0.0,0.0011157,1.0,649.0,-0.0,0.79042,18916.0,2.2031,0.0,-0.84586,75922.0,0.0,256.0,0.0015406,1.0,4.0,165630.0,0.48412,1.0,0.44922,75922.0,-8.9407e-08,1.0,0.0,0.0625,0.0015428,2.0,1.0,1.0,0.35774,2.0,296.57,0.0,0.0,2.0,73.0,180.3,75922.0,119.0,384.0,309.0,-0.23498,120.0,0.66385,132.0,0.0,25.996,0.13255,5.0,-4.5609,45.0,3.7163,476.88,0.0,6.5312,0.085055,649.0,0.0,-16.763,0.0004294,232.0,0.0,-7.375,0.00013277,-1.9739,0.0,-37.75,4.638e-05,0.95833,0.27226,0.0,0.0042113,-8.8585,2.5503,1.0,1.1255e-08,0.00010788,3.9181e-16,0.0,2.746,5.6527,0.67098,,-3.0995,-3.9471,1.0
122,0.0017837,128.0,0.0,1.0,0.46453,309.34,0.0,1.0,256.0,520.0,0.0,3e-06,-1.7941,178.0,-0.0014256,104860.0,-17.086,0.25,0.67378,59479.0,0.0,3.755e-07,-0.91141,-0.21299,-1.2589,2.2286,1.0001,0.0,-16.175,-2.4748,1.9616,-4.6705,0.97344,128.0,0.40196,-0.21157,21.406,509.85,0.0,0.0,1.0,832.0,0.0,-4.5052,556.0,236.0,0.0,0.0,404.34,0.0,0.0,59479.0,172.0,0.0,0.0014256,1.0,832.0,-0.0,0.91141,14806.0,1.375,0.0,-0.67378,59479.0,0.0,256.0,0.0014833,1.0,4.0,187390.0,0.31337,1.0,0.65625,59479.0,-8.7064e-08,1.0,0.0,0.054688,0.0014964,2.0,1.0,1.0,0.41533,2.0,232.34,0.0,0.0,2.0,51.0,177.25,59479.0,120.0,384.0,448.0,-0.21299,121.0,0.63264,127.0,0.0,26.008,0.14126,5.0,-4.6705,44.75,3.114,409.59,0.0,6.5,0.082504,832.0,0.0,-16.703,0.00035036,178.0,0.0,-7.3438,0.00013279,-1.2589,0.0,-39.25,4.2314e-05,0.97344,0.24521,0.0,0.0040528,-16.175,2.5289,1.0,1.4366e-08,-0.00014312,5.2866e-15,0.0,3.163,5.2441,0.73194,,-3.5128,-4.3187,1.0
123,0.0018038,109.0,0.0,1.0,0.47854,343.67,0.0,1.0,256.0,541.0,0.0,3e-06,-1.686,239.0,-0.0019819,109200.0,-21.667,0.25,0.82187,66094.0,0.0,-0.00029004,-1.1815,-0.21576,-1.1838,2.2369,0.99952,0.0,-20.832,-2.4745,2.2748,-5.2903,0.9526,147.0,0.30682,-0.21378,9.8125,487.99,0.0,0.0,1.0,668.0,0.0,-5.1298,183.0,238.0,0.0,0.0,420.18,0.0,0.0,66094.0,229.0,0.0,0.0019819,1.0,668.0,0.0,1.1815,16460.0,1.4531,0.0,-0.82187,66094.0,0.0,256.0,0.0015014,1.0,4.0,162560.0,0.48831,1.0,0.63672,66094.0,-8.6322e-08,1.0,0.0,0.054688,0.0015248,2.0,1.0,1.0,0.69795,2.0,258.18,0.0,0.0,2.0,72.0,168.36,66094.0,121.0,384.0,284.0,-0.21576,122.0,0.64171,126.0,0.0,26.256,0.13038,5.0,-5.2903,45.75,3.3486,426.54,0.0,6.4375,0.082896,668.0,0.0,-16.877,0.0003684,238.0,0.0,-7.3438,0.00011129,-1.1838,0.0,-38.5,4.5148e-05,0.9526,0.24959,0.0,0.0038947,-20.832,2.5971,1.0,-3.6938e-09,0.00024965,1.3559e-15,0.0,3.542,5.4706,0.71659,,-3.5645,-5.9281,1.0
124,0.0018995,113.0,0.0,1.0,0.49079,318.6,0.0,1.0,256.0,561.0,0.0,3e-06,-2.0696,205.0,-0.0015433,118030.0,-12.986,0.25,1.058,65295.0,0.0,-0.00028071,-1.0445,-0.2044,-1.6244,2.1128,1.0,0.0,-12.057,-2.4748,2.8807,-4.5361,0.96875,143.0,0.35186,-0.20285,12.625,573.65,0.0,0.0,2.0,987.0,0.0,-4.5161,180.0,216.0,0.0,0.0,456.93,0.0,0.0,65295.0,201.0,0.0,0.0015433,1.0,987.0,-0.0,1.0445,16260.0,1.6875,0.0,-1.058,65295.0,0.0,256.0,0.0015421,1.0,4.0,241920.0,0.82268,1.0,0.57812,65295.0,-8.9407e-08,1.0,0.0,0.0625,0.0015506,2.0,1.0,1.0,0.55972,2.0,255.06,0.0,0.0,2.0,56.0,206.01,65295.0,122.0,384.0,603.0,-0.2044,123.0,0.65569,128.0,0.0,26.02,0.15311,5.0,-4.5361,46.0,3.527,461.07,0.0,6.5,0.080825,987.0,0.0,-16.625,0.00037228,205.0,0.0,-7.3438,0.00012615,-1.6244,0.0,-38.25,4.7511e-05,0.96875,0.23404,0.0,0.0040363,-12.057,2.4634,1.0,1.8695e-08,1.4175e-05,1.0694e-15,0.0,2.9673,4.9625,0.69818,,-3.163,-3.7373,1.0
125,0.0017333,72.0,0.0,1.0,0.50461,321.53,0.0,1.0,256.0,553.0,0.0,3e-06,-2.1479,209.0,-0.0017439,125510.0,-8.4314,0.25,0.85966,76014.0,0.0,-0.00024299,-1.224,-0.22347,-1.869,1.9153,0.9998,0.0,-7.546,-2.2198,2.3624,-4.9889,0.97316,184.0,0.29406,-0.22173,6.1562,556.29,0.0,0.0,2.0,790.0,0.0,-4.622,28.0,267.0,0.0,0.0,486.18,0.0,0.0,76014.0,201.0,0.0,0.0017439,1.0,790.0,0.0,1.224,18940.0,2.2656,0.0,-0.85966,76014.0,0.0,256.0,0.0015462,1.0,4.0,191230.0,0.51802,1.0,0.43359,76014.0,-8.7559e-08,1.0,0.0,0.0625,0.0015696,2.0,1.0,1.0,0.74904,2.0,296.93,0.0,0.0,2.0,51.0,193.34,76014.0,123.0,384.0,406.0,-0.22347,124.0,0.68143,132.0,0.0,25.898,0.14038,5.0,-4.9889,45.0,3.7658,490.27,0.0,6.5,0.13697,790.0,0.0,-16.646,0.0003578,209.0,0.0,-7.0938,0.00011888,-1.869,0.0,-37.75,3.5152e-05,0.97316,0.25746,0.0,0.0038289,-7.546,2.9231,1.0,-6.4236e-09,0.00041101,2.0253e-14,0.0,2.698,4.4098,0.63625,,-2.8565,-4.0122,1.0
126,0.0015694,135.0,0.0,1.0,0.47249,286.17,0.0,1.0,256.0,532.0,0.0,3e-06,-1.8009,208.0,-0.0014141,99099.0,-11.25,0.25,1.1022,54753.0,0.0,-7.3126e-05,-1.5814,-0.19713,-1.2248,2.2745,1.0001,0.0,-10.31,-2.4413,3.0109,-4.4855,0.96666,121.0,0.20569,-0.19571,25.188,499.72,0.0,0.0,2.0,755.0,0.0,-4.507,350.0,254.0,0.0,0.0,381.32,0.0,0.0,54753.0,203.0,0.0,0.0014141,1.0,755.0,-0.0,1.5814,13624.0,1.25,0.0,-1.1022,54753.0,0.0,256.0,0.0015386,1.0,4.0,176380.0,0.90866,1.0,0.6875,54753.0,-8.7544e-08,1.0,0.0,0.0625,0.0015662,2.0,1.0,1.0,1.2504,2.0,213.88,0.0,0.0,2.0,64.0,173.23,54753.0,124.0,384.0,402.0,-0.19713,125.0,0.6317,138.0,0.0,25.959,0.13443,5.0,-4.4855,46.5,3.0132,387.11,0.0,6.4688,0.68148,755.0,0.0,-16.639,0.00031925,208.0,0.0,-7.3438,0.00012137,-1.2248,0.0,-39.25,3.7476e-05,0.96666,0.22788,0.0,0.004028,-10.31,2.4951,1.0,0.0,-0.00031782,7.8902e-16,0.0,3.3949,4.9149,0.73647,,-3.558,-4.6058,1.0
127,0.0016679,133.0,0.0,1.0,0.46726,319.95,0.0,1.0,256.0,566.0,0.0,3e-06,-1.9956,228.0,-0.0014564,103790.0,-13.048,0.25,0.69815,58915.0,0.0,-4.5385e-05,-1.3217,-0.18233,-1.4123,1.7861,0.99982,0.0,-13.248,-2.1388,2.01,-4.8146,0.9599,123.0,0.26669,-0.18087,3.5,497.88,0.0,0.0,2.0,659.0,0.0,-4.7359,8.0,218.0,0.0,0.0,400.32,0.0,0.0,58915.0,210.0,0.0,0.0014564,1.0,659.0,-0.0,1.3217,14665.0,1.1875,0.0,-0.69815,58915.0,0.0,256.0,0.0012771,1.0,4.0,161410.0,0.58835,1.0,0.70312,58915.0,-8.8359e-08,1.0,0.0,0.050781,0.0013121,2.0,1.0,1.0,0.87339,2.0,230.14,0.0,0.0,2.0,71.0,175.3,58915.0,125.0,384.0,275.0,-0.18233,126.0,0.6485,137.0,0.0,26.13,0.12673,5.0,-4.8146,45.25,3.1016,405.44,0.0,6.5,0.084575,659.0,0.0,-16.388,0.00037076,218.0,0.0,-7.2812,0.00011739,-1.4123,0.0,-45.75,4.7392e-05,0.9599,0.20937,0.0,0.0041126,-13.248,2.6082,1.0,-6.2159e-09,-3.6413e-05,3.7013e-15,0.0,2.9318,5.4548,0.74486,,-3.4485,-4.0818,1.0
128,0.0019422,92.0,0.0,1.0,0.49119,309.7,0.0,1.0,256.0,615.0,0.0,3e-06,-2.6957,210.0,-0.0018082,116960.0,-30.0,0.25,1.1831,69098.0,0.0,-0.0001037,-3.9966,-0.23977,-2.3051,2.4728,0.99973,0.0,-29.199,-2.4045,3.2645,-5.8363,0.97481,164.0,0.018378,-0.23796,35.875,539.43,0.0,0.0,1.0,778.0,0.0,-5.1846,562.0,219.0,0.0,0.0,451.57,0.0,0.0,69098.0,202.0,0.0,0.0018082,1.0,778.0,0.0,3.9966,17210.0,1.875,0.0,-1.1831,69098.0,0.0,256.0,0.0015422,1.0,4.0,186750.0,3.015,1.0,0.53125,69098.0,-8.7472e-08,1.0,0.0,0.0625,0.0016612,2.0,1.0,1.0,7.9863,2.0,269.91,0.0,0.0,2.0,48.0,186.95,69098.0,126.0,384.0,394.0,-0.23977,127.0,0.65799,134.0,0.0,25.995,0.13921,5.0,-5.8363,44.75,3.5323,456.87,0.0,6.5,0.087066,778.0,0.0,-16.772,0.00032981,210.0,0.0,-7.25,8.2564e-05,-2.3051,0.0,-38.5,4.4337e-05,0.97481,0.27328,0.0,0.0040309,-29.199,2.6159,1.0,-1.325e-08,0.00016651,5.9761e-15,0.0,3.2826,4.2199,0.68801,,-3.0893,-4.7051,1.0
129,0.0016307,134.0,0.0,1.0,0.46311,316.01,0.0,1.0,256.0,563.0,0.0,3e-06,-1.9399,199.0,-0.0014139,102380.0,-10.833,0.25,0.69272,57373.0,0.0,-7.8985e-05,-1.596,-0.19716,-1.3261,1.8561,0.9999,0.0,-9.9834,-2.4748,1.9991,-5.2255,0.96458,122.0,0.20271,-0.19575,17.469,492.09,0.0,0.0,2.0,755.0,0.0,-4.8881,412.0,243.0,0.0,0.0,394.43,0.0,0.0,57373.0,195.0,0.0,0.0014139,1.0,755.0,0.0,1.596,14279.0,1.0781,0.0,-0.69272,57373.0,0.0,256.0,0.0013156,1.0,4.0,173820.0,0.79869,1.0,0.73047,57373.0,-8.6831e-08,1.0,0.0,0.0625,0.0013526,2.0,1.0,1.0,1.2736,2.0,224.11,0.0,0.0,2.0,68.0,175.81,57373.0,127.0,384.0,371.0,-0.19716,128.0,0.62413,130.0,0.0,25.897,0.13869,5.0,-5.2255,45.0,3.1116,399.92,0.0,6.5,0.083337,755.0,0.0,-16.399,0.00036883,199.0,0.0,-7.375,0.00010127,-1.3261,0.0,-38.5,4.5368e-05,0.96458,0.22664,0.0,0.0038918,-9.9834,2.573,1.0,-1.7021e-08,-0.00014544,8.815e-16,0.0,3.2398,5.4525,0.79154,,-4.1981,-4.7922,1.0
130,0.001455,108.0,0.0,1.0,0.46242,306.84,0.0,1.0,256.0,550.0,0.0,3e-06,-2.008,191.0,-0.0017364,101560.0,-12.396,0.25,0.71202,57459.0,0.0,-0.0001372,-1.2229,-0.19968,-1.4179,1.7038,0.99953,0.0,-11.47,-2.4182,2.0381,-4.5298,0.97188,148.0,0.29437,-0.19795,21.531,462.27,0.0,0.0,2.0,707.0,0.0,-4.4089,556.0,221.0,0.0,0.0,391.04,0.0,0.0,57459.0,188.0,0.0,0.0017364,1.0,707.0,0.0,1.2229,14301.0,1.1719,0.0,-0.71202,57459.0,0.0,256.0,0.0012645,1.0,4.0,170110.0,0.5173,1.0,0.70703,57459.0,-8.7777e-08,1.0,0.0,0.0625,0.0012931,2.0,1.0,1.0,0.74778,2.0,224.45,0.0,0.0,2.0,54.0,172.25,57459.0,128.0,384.0,323.0,-0.19968,129.0,0.63262,130.0,0.0,25.985,0.1269,5.0,-4.5298,46.25,3.0633,396.7,0.0,6.5,0.08489,707.0,0.0,-16.372,0.00030954,191.0,0.0,-7.3438,8.9114e-05,-1.4179,0.0,-39.25,3.991e-05,0.97188,0.22971,0.0,0.0033623,-11.47,2.4218,1.0,-4.7801e-09,2.9088e-05,6.6612e-16,0.0,2.7934,4.943,0.72147,,-3.7621,-3.1859,1.0
131,0.001642,101.0,0.0,1.0,0.47708,294.72,0.0,1.0,256.0,538.0,0.0,3e-06,-1.7674,200.0,-0.0018833,111480.0,-10.521,0.25,0.85901,62232.0,0.0,-1.6423e-05,-1.3881,-0.22528,-1.3159,1.5881,0.99962,0.0,-9.5687,-2.1687,2.3608,-4.7203,0.96249,155.0,0.24955,-0.2234,31.812,527.15,0.0,0.0,2.0,863.0,0.0,-4.7302,863.0,227.0,0.0,0.0,430.16,0.0,0.0,62232.0,197.0,0.0,0.0018833,1.0,863.0,0.0,1.3881,15494.0,1.6875,0.0,-0.85901,62232.0,0.0,256.0,0.0014985,1.0,4.0,206850.0,0.63763,1.0,0.57812,62232.0,-8.9465e-08,1.0,0.0,0.0625,0.0015494,2.0,1.0,1.0,0.96338,2.0,243.09,0.0,0.0,2.0,72.0,192.36,62232.0,129.0,384.0,479.0,-0.22528,130.0,0.69638,128.0,0.0,25.848,0.14307,5.0,-4.7203,45.5,3.2684,435.45,0.0,6.5312,0.10916,863.0,0.0,-16.518,0.00034247,200.0,0.0,-7.125,0.00010673,-1.3159,0.0,-39.25,4.5067e-05,0.96249,0.25766,0.0,0.0041867,-9.5687,2.5609,1.0,7.8461e-09,-3.0914e-05,5.2125e-17,0.0,2.1708,4.2364,0.71578,,-2.9441,-3.0315,1.0
132,0.0020936,121.0,0.0,1.0,0.49022,312.17,0.0,1.0,256.0,510.0,0.0,3e-06,-2.4348,227.0,-0.0018041,109960.0,-16.455,0.25,1.0763,59717.0,0.0,-8.3519e-05,-1.2477,-0.17736,-1.8805,2.3767,0.99955,0.0,-16.655,-2.1976,2.9338,-4.6254,0.9651,135.0,0.28717,-0.17555,14.438,534.7,0.0,0.0,2.0,1034.0,0.0,-4.5884,328.0,226.0,0.0,0.0,424.18,0.0,0.0,59717.0,221.0,0.0,0.0018041,1.0,1034.0,-0.0,1.2477,14865.0,1.2969,0.0,-1.0763,59717.0,0.0,256.0,0.0013546,1.0,4.0,235140.0,0.85748,1.0,0.67578,59717.0,-8.9727e-08,1.0,0.0,0.0625,0.0013798,2.0,1.0,1.0,0.77835,2.0,233.27,0.0,0.0,2.0,67.0,196.25,59717.0,130.0,384.0,650.0,-0.17736,131.0,0.64812,138.0,0.0,26.384,0.15377,5.0,-4.6254,45.0,3.2274,429.52,0.0,6.5312,0.08482,1034.0,0.0,-16.699,0.00033952,226.0,0.0,-7.3438,8.5799e-05,-1.8805,0.0,-38.5,4.3466e-05,0.9651,0.20259,0.0,0.003957,-16.655,2.6886,1.0,8.1766e-09,-0.00036378,3.1465e-15,0.0,3.8407,4.4748,0.70465,,-3.4528,-5.9085,1.0
133,0.0017525,91.0,0.0,1.0,0.4965,330.1,0.0,1.0,256.0,823.0,0.0,3e-06,-1.984,222.0,-0.0016014,121730.0,-12.083,0.25,0.74985,68698.0,0.0,-9.45e-05,-1.0039,-0.23552,-1.6198,1.5996,0.99986,0.0,-11.119,-2.4467,2.1167,-4.7342,0.96354,165.0,0.36645,-0.23392,12.906,555.72,0.0,0.0,2.0,827.0,0.0,-4.8559,149.0,210.0,0.0,0.0,470.57,0.0,0.0,68698.0,207.0,0.0,0.0016014,1.0,827.0,-0.0,1.0039,17110.0,1.9844,0.0,-0.74985,68698.0,0.0,256.0,0.0014607,1.0,4.0,207490.0,0.37034,1.0,0.50391,68698.0,-8.9407e-08,1.0,0.0,0.050781,0.0014832,2.0,1.0,1.0,0.50389,2.0,268.35,0.0,0.0,2.0,68.0,207.16,68698.0,131.0,384.0,454.0,-0.23552,132.0,0.6732,133.0,0.0,25.97,0.14115,5.0,-4.7342,44.0,3.6558,475.52,0.0,6.5312,0.084285,827.0,0.0,-16.753,0.00034598,210.0,0.0,-7.3438,0.00010701,-1.6198,0.0,-38.5,4.3245e-05,0.96354,0.26973,0.0,0.0039975,-11.119,2.4846,1.0,-7.9961e-09,-2.4687e-05,3.3999e-15,0.0,2.1979,4.4766,0.72511,,-3.2385,-2.9154,1.0
134,0.001477,72.0,0.0,1.0,0.50724,350.43,0.0,1.0,256.0,546.0,0.0,3e-06,-2.3067,236.0,-0.0014447,124360.0,-15.737,0.25,0.7838,78162.0,0.0,-7.0626e-05,-1.8734,-0.20574,-2.0204,2.2354,0.99985,0.0,-14.893,-2.3898,2.1898,-4.7096,0.95365,184.0,0.1536,-0.20429,18.461,538.73,0.0,0.0,2.0,704.0,0.0,-4.4237,438.0,275.0,0.0,0.0,482.13,0.0,0.0,78162.0,232.0,0.0,0.0014447,1.0,704.0,-0.0,1.8734,19476.0,2.2188,0.0,-0.7838,78162.0,0.0,256.0,0.0012957,1.0,4.0,174590.0,1.027,1.0,0.44531,78162.0,-8.9407e-08,1.0,0.0,0.0625,0.0013185,2.0,1.0,1.0,1.7548,2.0,305.32,0.0,0.0,2.0,89.0,180.45,78162.0,132.0,384.0,320.0,-0.20574,133.0,0.7077,133.0,0.0,26.274,0.13548,5.0,-4.7096,45.0,4.2309,485.77,0.0,6.5,0.088281,704.0,0.0,-16.537,0.00037405,236.0,0.0,-7.3438,0.00010341,-2.0204,0.0,-40.75,4.4857e-05,0.95365,0.23613,0.0,0.0040785,-14.893,2.7151,1.0,0.0,-0.00015592,9.8726e-15,0.0,2.9826,4.3232,0.57701,,-3.1147,-4.3193,1.0
135,0.0014769,122.0,0.0,1.0,0.4719,307.19,0.0,1.0,256.0,572.0,0.0,3e-06,-2.3608,240.0,-0.0014004,106330.0,-13.273,0.25,0.85884,56410.0,0.0,6.0395e-05,-0.80388,-0.18618,-1.7686,2.2836,0.99999,0.0,-12.334,-2.4439,2.3604,-4.4937,0.9599,134.0,0.44759,-0.18478,7.1875,513.85,0.0,0.0,2.0,744.0,0.0,-4.5219,73.0,248.0,0.0,0.0,409.85,0.0,0.0,56410.0,236.0,-0.0,0.0014004,1.0,744.0,-0.0,0.80388,14038.0,1.1719,0.0,-0.85884,56410.0,0.0,256.0,0.0013903,1.0,4.0,185730.0,0.50159,1.0,0.70703,56410.0,-8.7544e-08,1.0,0.0,0.0625,0.0014048,2.0,1.0,1.0,0.36881,2.0,220.35,0.0,0.0,2.0,77.0,195.01,56410.0,133.0,384.0,360.0,-0.18618,134.0,0.65688,132.0,0.0,26.251,0.13852,5.0,-4.4937,45.25,3.1746,415.36,0.0,6.5312,0.085898,744.0,0.0,-16.717,0.00035821,240.0,0.0,-7.3438,7.8549e-05,-1.7686,0.0,-39.25,4.0872e-05,0.9599,0.21379,0.0,0.0041976,-12.334,2.4402,1.0,2.164e-09,7.5011e-05,3.8179e-15,0.0,3.4817,7.5864,0.7631,,-3.7999,-4.4774,1.0
136,0.0018129,124.0,0.0,1.0,0.49283,315.83,0.0,1.0,256.0,549.0,0.0,3e-06,-2.2693,216.0,-0.0012195,117470.0,-13.021,0.25,0.88736,62305.0,0.0,9.5062e-05,-1.0873,-0.21302,-1.7516,2.3246,1.0002,0.0,-12.157,-2.2997,2.4287,-4.996,0.95885,132.0,0.33714,-0.2118,25.531,593.27,0.0,0.0,2.0,1086.0,0.0,-4.6439,328.0,234.0,0.0,0.0,452.88,0.0,0.0,62305.0,213.0,0.0,0.0012195,1.0,1086.0,0.0,1.0873,15512.0,1.4219,0.0,-0.88736,62305.0,0.0,256.0,0.0014208,1.0,4.0,246780.0,0.54135,1.0,0.64453,62305.0,-8.9334e-08,1.0,0.0,0.058594,0.001427,2.0,1.0,1.0,0.59107,2.0,243.38,0.0,0.0,2.0,69.0,215.5,62305.0,134.0,384.0,715.0,-0.21302,135.0,0.70157,136.0,0.0,25.918,0.15964,5.0,-4.996,46.5,3.4655,458.88,0.0,6.5312,0.085162,1086.0,0.0,-16.358,0.00035659,216.0,0.0,-7.3438,0.00011785,-1.7516,0.0,-39.25,4.5158e-05,0.95885,0.24533,0.0,0.0042593,-12.157,2.58,1.0,-1.1755e-08,-6.3808e-05,9.3839e-15,0.0,3.6034,6.453,0.75813,,-3.6792,-5.0108,1.0
137,0.0016928,107.0,0.0,1.0,0.4808,328.99,0.0,1.0,256.0,516.0,0.0,3e-06,-1.7493,209.0,-0.0014434,113820.0,-13.532,0.25,0.88596,67272.0,0.0,-0.00021985,-1.6241,-0.22472,-1.3119,1.4103,0.99996,0.0,-12.598,-2.233,2.4253,-4.8549,0.96506,149.0,0.1971,-0.22327,4.8125,527.62,0.0,0.0,2.0,733.0,0.0,-4.5867,25.0,252.0,0.0,0.0,440.56,0.0,0.0,67272.0,206.0,0.0,0.0014434,1.0,733.0,0.0,1.6241,16754.0,1.7031,0.0,-0.88596,67272.0,0.0,256.0,0.0014007,1.0,4.0,187140.0,0.82116,1.0,0.57422,67272.0,-8.9407e-08,1.0,0.0,0.046875,0.0014332,2.0,1.0,1.0,1.3188,2.0,262.78,0.0,0.0,2.0,67.0,181.82,67272.0,135.0,384.0,360.0,-0.22472,136.0,0.64992,133.0,0.0,25.877,0.13524,5.0,-4.8549,43.75,3.3563,444.6,0.0,6.5312,0.084167,733.0,0.0,-16.329,0.00035216,209.0,0.0,-7.3125,0.00011392,-1.3119,0.0,-38.75,3.6785e-05,0.96506,0.26167,0.0,0.0042565,-12.598,2.8577,1.0,-1.4517e-08,-6.9139e-05,2.4607e-16,0.0,2.1465,4.5486,0.6973,,-3.0855,-3.1916,1.0
