step,timeperf/rollout,ppo_actor/correct_n_seqs,ppo_actor/update/approx_kl/avg,ppo_actor/update/importance_weight/max,timeperf/recompute_logp,ppo_actor/correct_seq_len/avg,ppo_actor/update/approx_kl/max,ppo_actor/update/importance_weight/min,teacher_answer_n_seqs,ppo_actor/correct_seq_len/max,ppo_actor/update/approx_kl/min,ppo_actor/update/lr,teacher_answer_logp/avg,ppo_actor/correct_seq_len/min,ppo_actor/update/behave_approx_kl/avg,ppo_actor/update/n_tokens,teacher_answer_logp/min,ppo_actor/eps_clip,ppo_actor/update/behave_approx_kl/max,ppo_actor/update/n_valid_tokens,teacher_answer_logp/max,ppo_actor/final_reward/avg,ppo_actor/update/behave_approx_kl/min,ppo_actor/update/new_logp/avg,teacher_answer_reward/avg,ppo_actor/final_reward/max,ppo_actor/update/behave_imp_weight/avg,ppo_actor/update/new_logp/max,teacher_answer_reward/min,ppo_actor/final_reward/min,ppo_actor/update/behave_imp_weight/max,ppo_actor/update/new_logp/min,teacher_answer_reward/max,ppo_actor/incorrect_n_seqs,ppo_actor/update/behave_imp_weight/min,ppo_actor/update/old_logp/avg,teacher_answer_len/avg,ppo_actor/incorrect_seq_len/avg,ppo_actor/update/clip_ratio/avg,ppo_actor/update/old_logp/max,teacher_answer_len/min,ppo_actor/incorrect_seq_len/max,ppo_actor/update/clip_ratio/max,ppo_actor/update/old_logp/min,teacher_answer_len/max,ppo_actor/incorrect_seq_len/min,ppo_actor/update/clip_ratio/min,ppo_actor/update/rs_filtered_fraction,teacher_context_len/avg,ppo_actor/kl_rewards/avg,ppo_actor/update/clipped_tokens,ppo_actor/update/unclipped_behave_tokens,teacher_context_len/min,ppo_actor/kl_rewards/max,ppo_actor/update/compute_logp/kl_div_direct/avg,ppo_actor/update/update_successful,teacher_context_len/max,ppo_actor/kl_rewards/min,ppo_actor/update/compute_logp/kl_div_direct/max,ppo_actor/update/version_stats/n_valid_generated_tokens,teacher_added_prefix_len/avg,ppo_actor/mask_no_eos_with_zero,ppo_actor/update/compute_logp/kl_div_direct/min,ppo_actor/update/version_stats/n_valid_tokens,teacher_added_prefix_len/min,ppo_actor/n_seqs,ppo_actor/update/compute_logp/kl_div_dual/avg,ppo_actor/update/version_stats/sample_staleness_proximal_avg,teacher_added_prefix_len/max,ppo_actor/n_tokens,ppo_actor/update/compute_logp/kl_div_dual/max,ppo_actor/update/version_stats/sample_staleness_proximal_max,teacher_format_found/avg,ppo_actor/n_valid_tokens,ppo_actor/update/compute_logp/kl_div_dual/min,ppo_actor/update/version_stats/sample_staleness_proximal_min,teacher_format_found/min,ppo_actor/no_eos_ratios/avg,ppo_actor/update/compute_logp/kl_div_taylor/avg,ppo_actor/update/version_stats/sample_staleness_theta_avg,teacher_format_found/max,ppo_actor/no_eos_ratios/max,ppo_actor/update/compute_logp/kl_div_taylor/max,ppo_actor/update/version_stats/sample_staleness_theta_max,teacher_optimized_len/avg,ppo_actor/no_eos_ratios/min,ppo_actor/update/compute_logp/kl_div_taylor/min,ppo_actor/update/version_stats/sample_staleness_theta_min,teacher_optimized_len/min,ppo_actor/prompt_len/avg,ppo_actor/update/compute_logp/n_valid_tokens,ppo_actor/update/version_stats/v_proximal,teacher_optimized_len/max,ppo_actor/prompt_len/max,ppo_actor/update/compute_logp/prox_logp_gt/avg,ppo_actor/update/version_stats/v_theta,timeperf/rollout_postprocess,ppo_actor/prompt_len/min,ppo_actor/update/compute_logp/prox_logp_gt/max,ppo_actor/update/vocab_max_logits/avg,timeperf/compute_advantage,ppo_actor/rs_upper,ppo_actor/update/compute_logp/prox_logp_gt/min,ppo_actor/update/vocab_max_logits/max,timeperf/train_step,ppo_actor/seq_len/avg,ppo_actor/update/dual_clip_ratio/avg,ppo_actor/update/vocab_max_logits/min,timeperf/update_weights,ppo_actor/seq_len/max,ppo_actor/update/dual_clip_ratio/max,ppo_actor/update/vocab_min_logits/avg,timeperf/save,ppo_actor/seq_len/min,ppo_actor/update/dual_clip_ratio/min,ppo_actor/update/vocab_min_logits/max,timeperf/checkpoint_for_recover,ppo_actor/task_reward/avg,ppo_actor/update/dual_clipped_tokens,ppo_actor/update/vocab_min_logits/min,timeperf/eval,ppo_actor/task_reward/max,ppo_actor/update/entropy/avg,ppo_actor/use_dual_clip,timeperf/clear_batches,ppo_actor/task_reward/min,ppo_actor/update/entropy/max,rollout/accepted,ppo_actor/advantages/avg,ppo_actor/update/actor_loss/avg,ppo_actor/update/entropy/min,rollout/reward,ppo_actor/advantages/max,ppo_actor/update/actor_loss/max,ppo_actor/update/grad_norm,eval-rollout/reward,ppo_actor/advantages/min,ppo_actor/update/actor_loss/min,ppo_actor/update/importance_weight/avg
76,0.0013978,91.0,0.0,1.0,0.50294,341.11,0.0,1.0,256.0,542.0,0.0,3e-06,-1.9522,229.0,-0.0015761,121600.0,-10.018,0.25,0.93307,74463.0,0.0,-0.00010906,-0.99792,-0.21731,-1.6233,1.6479,0.99994,0.0,-9.7917,-2.4041,2.5423,-4.9246,0.96666,165.0,0.36864,-0.21574,4.75,548.81,0.0,0.0,2.0,832.0,0.0,-4.7103,38.0,255.0,0.0,0.0,470.43,0.0,0.0,74463.0,225.0,0.0,0.0015761,1.0,832.0,-0.0,0.99792,18552.0,2.0781,0.0,-0.93307,74463.0,0.0,256.0,0.00152,1.0,4.0,199550.0,0.60923,1.0,0.48047,74463.0,-8.9407e-08,1.0,0.0,0.0625,0.0015191,2.0,1.0,1.0,0.49792,2.0,290.87,0.0,0.0,2.0,64.0,184.11,74463.0,74.0,384.0,448.0,-0.21731,75.0,0.66989,133.0,0.0,26.208,0.14329,5.0,-4.9246,43.75,3.7348,474.98,0.0,6.5,0.091015,832.0,0.0,-16.953,0.0004343,229.0,0.0,-7.4062,0.00011683,-1.6233,0.0,-38.0,4.4968e-05,0.96666,0.25061,0.0,0.0039939,-9.7917,2.6526,1.0,1.4754e-08,-4.487e-05,5.802e-15,0.0,2.3884,5.1159,0.65602,,-3.3388,-3.6295,1.0
77,0.0020316,80.0,0.0,1.0,0.50882,353.65,0.0,1.0,256.0,577.0,0.0,3e-06,-1.6952,246.0,-0.0017894,126510.0,-9.2711,0.25,0.74186,77022.0,0.0,-0.00018011,-0.93256,-0.25161,-1.4261,2.0394,0.9998,0.0,-8.4127,-2.4373,2.0998,-4.7876,0.95052,176.0,0.39354,-0.24982,5.0938,558.05,0.0,0.0,2.0,941.0,0.0,-4.5287,25.0,235.0,0.0,0.0,490.65,0.0,0.0,77022.0,226.0,-0.0,0.0017894,1.0,941.0,-0.0,0.93256,19192.0,2.2969,0.0,-0.74186,77022.0,0.0,256.0,0.0015908,1.0,4.0,203780.0,0.35797,1.0,0.42578,77022.0,-8.8476e-08,1.0,0.0,0.0625,0.0016047,2.0,1.0,1.0,0.43484,2.0,300.87,0.0,0.0,2.0,83.0,193.31,77022.0,75.0,384.0,557.0,-0.25161,76.0,0.68059,140.0,0.0,25.865,0.15254,5.0,-4.7876,44.0,3.8834,494.18,0.0,6.4688,0.090764,941.0,0.0,-16.757,0.00035958,235.0,0.0,-7.4062,9.5575e-05,-1.4261,0.0,-39.0,4.5548e-05,0.95052,0.29105,0.0,0.0037315,-8.4127,2.6894,1.0,0.0,-0.00010348,6.5595e-15,0.0,2.6776,4.4023,0.61127,,-3.0071,-3.8606,1.0
78,0.0014472,78.0,0.0,1.0,0.50557,362.28,0.0,1.0,256.0,561.0,0.0,3e-06,-2.0338,227.0,-0.0021193,125210.0,-10.418,0.25,0.75093,76983.0,0.0,-9.7189e-05,-1.1195,-0.24436,-1.7412,2.1702,0.99948,0.0,-9.4687,-2.3972,2.119,-5.0927,0.95569,178.0,0.32644,-0.24224,4.6562,544.68,0.0,0.0,2.0,1053.0,0.0,-4.7045,15.0,251.0,0.0,0.0,483.87,0.0,0.0,76983.0,224.0,0.0,0.0021193,1.0,1053.0,0.0,1.1195,19182.0,2.2031,0.0,-0.75093,76983.0,0.0,256.0,0.0015964,1.0,4.0,218500.0,0.44594,1.0,0.44922,76983.0,-8.9407e-08,1.0,0.0,0.035156,0.0016246,2.0,1.0,1.0,0.62664,2.0,300.71,0.0,0.0,2.0,85.0,188.39,76983.0,76.0,384.0,669.0,-0.24436,77.0,0.66442,137.0,0.0,26.002,0.15534,5.0,-5.0927,46.0,3.8098,489.11,0.0,6.5,0.083916,1053.0,0.0,-17.114,0.00030627,227.0,0.0,-7.375,0.00010118,-1.7412,0.0,-38.0,4.0632e-05,0.95569,0.28049,0.0,0.0037006,-9.4687,2.4851,1.0,6.3427e-09,-3.2982e-05,4.1545e-15,0.0,2.9282,5.5458,0.65438,,-3.1302,-4.2072,1.0
79,0.0016185,99.0,0.0,1.0,0.4924,349.79,0.0,1.0,256.0,582.0,0.0,3e-06,-1.6693,203.0,-0.0017087,121400.0,-7.6546,0.25,0.71101,76327.0,0.0,-0.00010687,-0.8087,-0.23691,-1.3715,2.1028,0.99979,0.0,-6.7088,-2.4633,2.036,-4.8056,0.96458,157.0,0.44544,-0.2352,5.875,552.7,0.0,0.0,2.0,628.0,0.0,-4.804,37.0,258.0,0.0,0.0,469.25,0.0,0.0,76327.0,199.0,0.0,0.0017087,1.0,628.0,-0.0,0.8087,19018.0,2.1875,0.0,-0.71101,76327.0,0.0,256.0,0.0014968,1.0,4.0,159870.0,0.32504,1.0,0.45312,76327.0,-8.5449e-08,1.0,0.0,0.0625,0.0015137,2.0,1.0,1.0,0.32699,2.0,298.15,0.0,0.0,2.0,68.0,176.08,76327.0,77.0,384.0,405.0,-0.23691,78.0,0.67732,131.0,0.0,26.07,0.12534,5.0,-4.8056,43.25,3.6132,474.23,0.0,6.5,0.084993,628.0,0.0,-16.971,0.00027282,203.0,0.0,-7.0312,7.7777e-05,-1.3715,0.0,-38.0,3.963e-05,0.96458,0.27387,0.0,0.0031713,-6.7088,2.7947,1.0,2.279e-08,-0.00010349,5.7326e-15,0.0,2.6935,4.3568,0.61144,,-3.0433,-5.4668,1.0
80,0.0011004,106.0,0.0,1.0,0.51064,358.21,0.0,1.0,256.0,545.0,0.0,3e-06,-1.4744,229.0,-0.0016047,127820.0,-8.6921,0.25,0.59898,74879.0,0.0,-0.0002481,-0.94054,-0.25695,-1.1189,1.6257,0.99998,0.0,-7.8854,-2.4745,1.8203,-5.1123,0.95415,150.0,0.39042,-0.25534,30.344,598.97,0.0,0.0,2.0,1360.0,0.0,-5.0174,685.0,327.0,0.0,0.0,494.75,0.0,0.0,74879.0,226.0,0.0,0.0016047,1.0,1360.0,0.0,0.94054,18656.0,1.9688,0.0,-0.59898,74879.0,0.0,256.0,0.0015888,1.0,4.0,261760.0,0.33096,1.0,0.50781,74879.0,-8.8476e-08,1.0,0.0,0.0625,0.001603,2.0,1.0,1.0,0.44231,2.0,292.5,0.0,0.0,2.0,88.0,206.79,74879.0,78.0,384.0,976.0,-0.25695,79.0,0.72238,123.0,0.0,25.675,0.18092,5.0,-5.1123,44.0,3.8769,499.28,0.0,6.5,0.088626,1360.0,0.0,-16.731,0.00030974,229.0,0.0,-7.0625,0.00010297,-1.1189,0.0,-38.0,4.2864e-05,0.95415,0.29422,0.0,0.0038377,-7.8854,2.6401,1.0,-6.5209e-09,0.00015735,1.0957e-14,0.0,2.1623,4.4214,0.68804,,-2.9893,-3.2004,1.0
81,0.0014395,104.0,0.0,1.0,0.50211,366.86,0.0,1.0,256.0,531.0,0.0,3e-06,-1.6346,207.0,-0.0020323,122660.0,-12.763,0.25,0.87045,75456.0,0.0,-0.00028643,-1.0397,-0.24559,-1.292,1.5989,0.99962,0.0,-11.924,-2.4742,2.388,-4.8027,0.96354,152.0,0.35357,-0.24355,26.484,555.93,0.0,0.0,2.0,785.0,0.0,-4.9385,550.0,294.0,0.0,0.0,473.41,0.0,0.0,75456.0,203.0,0.0,0.0020323,1.0,785.0,0.0,1.0397,18800.0,2.0156,0.0,-0.87045,75456.0,0.0,256.0,0.0016545,1.0,4.0,193540.0,0.51754,1.0,0.49609,75456.0,-8.8214e-08,1.0,0.0,0.0625,0.0016741,2.0,1.0,1.0,0.54046,2.0,294.75,0.0,0.0,2.0,70.0,184.37,75456.0,79.0,384.0,401.0,-0.24559,80.0,0.68769,127.0,0.0,26.014,0.14169,5.0,-4.8027,43.75,3.7016,479.12,0.0,6.5,0.087679,785.0,0.0,-16.827,0.00030933,207.0,0.0,-7.375,9.8399e-05,-1.292,0.0,-38.0,4.2734e-05,0.96354,0.28524,0.0,0.0036984,-11.924,2.6395,1.0,-1.6178e-08,-1.5861e-05,1.4721e-15,0.0,2.2731,4.9432,0.65146,,-3.1448,-3.8557,1.0
82,0.0015641,96.0,0.0,1.0,0.50793,353.73,0.0,1.0,256.0,582.0,0.0,3e-06,-1.9282,260.0,-0.0021333,126080.0,-16.694,0.25,0.67821,75341.0,0.0,-9.5525e-05,-0.91985,-0.21863,-1.5932,2.2213,0.99939,0.0,-16.894,-2.0561,1.9704,-4.6124,0.95156,160.0,0.39858,-0.2165,12.812,575.79,0.0,0.0,1.0,1034.0,0.0,-4.5546,267.0,288.0,0.0,0.0,486.55,0.0,0.0,75341.0,256.0,0.0,0.0021333,1.0,1034.0,0.0,0.91985,18771.0,2.0469,0.0,-0.67821,75341.0,0.0,256.0,0.0015275,1.0,4.0,224640.0,0.31843,1.0,0.48828,75341.0,-8.9407e-08,1.0,0.0,0.0625,0.0015535,2.0,1.0,1.0,0.42306,2.0,294.3,0.0,0.0,2.0,93.0,198.21,75341.0,80.0,384.0,650.0,-0.21863,81.0,0.69788,133.0,0.0,26.265,0.1569,5.0,-4.6124,43.75,3.886,492.52,0.0,6.5,0.085243,1034.0,0.0,-16.86,0.00033936,260.0,0.0,-7.1562,8.586e-05,-1.5932,0.0,-38.25,3.993e-05,0.95156,0.2513,0.0,0.0034404,-16.894,2.7306,1.0,8.1012e-10,0.00011051,6.3383e-16,0.0,2.9964,3.9565,0.59811,,-2.6798,-3.9872,1.0
83,0.0013595,102.0,0.0,1.0,0.50479,382.08,0.0,1.0,256.0,571.0,0.0,3e-06,-1.63,217.0,-0.0023205,124900.0,-7.1474,0.25,0.9084,77667.0,0.0,-0.00020456,-1.2912,-0.2506,-1.3271,2.04,0.9995,0.0,-6.7074,-2.4713,2.4803,-4.6323,0.961,154.0,0.27494,-0.24828,28.656,557.97,0.0,0.0,2.0,728.0,0.0,-4.6581,556.0,273.0,0.0,0.0,481.7,0.0,0.0,77667.0,214.0,0.0,0.0023205,1.0,728.0,-0.0,1.2912,19353.0,2.1562,0.0,-0.9084,77667.0,0.0,256.0,0.0018246,1.0,4.0,177660.0,0.57195,1.0,0.46094,77667.0,-8.9407e-08,1.0,0.0,0.0625,0.0018539,2.0,1.0,1.0,0.83359,2.0,303.39,0.0,0.0,2.0,65.0,184.5,77667.0,81.0,384.0,433.0,-0.2506,82.0,0.70268,131.0,0.0,25.99,0.13392,5.0,-4.6323,45.25,3.7604,487.89,0.0,6.5,0.087924,728.0,0.0,-17.083,0.00029131,217.0,0.0,-7.125,8.7642e-05,-1.3271,0.0,-46.0,4.01e-05,0.961,0.28902,0.0,0.0032804,-6.7074,2.5569,1.0,-1.5717e-09,0.00035643,1.117e-14,0.0,2.5807,4.1766,0.66343,,-2.9147,-3.5042,1.0
84,0.0012988,60.0,0.0,1.0,0.50566,312.03,0.0,1.0,256.0,512.0,0.0,3e-06,-2.3914,228.0,-0.0019546,127170.0,-10.842,0.25,0.87992,80092.0,-3.9736e-08,2.0307e-05,-1.0522,-0.26831,-2.2145,2.2769,0.99966,0.0,-9.9863,-2.3556,2.4107,-5.1864,0.95833,196.0,0.34917,-0.26636,8.5,553.32,0.0,0.0,1.0,768.0,0.0,-4.7506,85.0,305.0,0.0,0.0,494.05,0.0,0.0,80092.0,221.0,0.0,0.0019546,1.0,768.0,0.0,1.0522,19959.0,2.6406,0.0,-0.87992,80092.0,0.0,256.0,0.0016169,1.0,4.0,179460.0,0.53079,1.0,0.33984,80092.0,-8.7428e-08,1.0,0.0,0.0625,0.0016312,2.0,1.0,1.0,0.55356,2.0,312.86,0.0,0.0,2.0,80.0,183.91,80092.0,82.0,384.0,384.0,-0.26831,83.0,0.68203,135.0,0.0,25.746,0.13869,5.0,-5.1864,43.25,3.8449,496.77,0.0,6.4688,0.088629,768.0,0.0,-16.821,0.00062661,228.0,0.0,-6.8438,0.00017328,-2.2145,0.0,-38.0,4.9605e-05,0.95833,0.3078,0.0,0.0040607,-9.9863,2.8536,1.0,-4.9534e-09,-0.00019913,7.0999e-16,0.0,2.7334,4.0611,0.63363,,-2.8471,-3.597,1.0
85,0.0023178,79.0,0.0,1.0,0.50655,351.81,0.0,1.0,256.0,527.0,0.0,3e-06,-1.5662,258.0,-0.0017245,124010.0,-8.0116,0.25,0.64367,80105.0,0.0,-0.00023803,-0.75716,-0.25952,-1.3346,1.6739,0.99969,0.0,-7.0939,-2.3859,1.9035,-4.6889,0.95156,177.0,0.469,-0.25779,8.5,543.59,0.0,0.0,2.0,700.0,0.0,-4.684,83.0,297.0,0.0,0.0,479.82,0.0,0.0,80105.0,254.0,-0.0,0.0017245,1.0,700.0,-0.0,0.75716,19962.0,2.4219,0.0,-0.64367,80105.0,0.0,256.0,0.0014143,1.0,4.0,168700.0,0.25978,1.0,0.39453,80105.0,-8.9407e-08,1.0,0.0,0.0625,0.0014238,2.0,1.0,1.0,0.28664,2.0,312.91,0.0,0.0,2.0,93.0,171.5,80105.0,83.0,384.0,316.0,-0.25952,84.0,0.67553,140.0,0.0,26.003,0.12854,5.0,-4.6889,46.75,3.7896,484.41,0.0,6.5,0.087108,700.0,0.0,-17.115,0.00033014,258.0,0.0,-7.375,0.0001076,-1.3346,0.0,-37.5,4.4127e-05,0.95156,0.29633,0.0,0.0038391,-7.0939,2.5225,1.0,1.2191e-08,-9.8872e-05,2.6832e-15,0.0,2.1891,4.2492,0.61412,,-2.8454,-3.9116,1.0
86,0.001762,74.0,0.0,1.0,0.50682,380.76,0.0,1.0,256.0,665.0,0.0,3e-06,-1.8216,243.0,-0.0015431,127290.0,-8.8939,0.25,0.61353,80988.0,0.0,-0.00022332,-1.57,-0.23305,-1.6036,1.7723,0.99975,0.0,-7.9632,-2.4743,1.8469,-5.4583,0.95469,182.0,0.20804,-0.23151,13.625,544.58,0.0,0.0,2.0,755.0,0.0,-4.9538,197.0,291.0,0.0,0.0,491.17,0.0,0.0,80988.0,239.0,0.0,0.0015431,1.0,755.0,-0.0,1.57,20183.0,2.4688,0.0,-0.61353,80988.0,0.0,256.0,0.0012981,1.0,4.0,179330.0,0.77808,1.0,0.38281,80988.0,-8.7137e-08,1.0,0.0,0.035156,0.001319,2.0,1.0,1.0,1.2325,2.0,316.36,0.0,0.0,2.0,87.0,180.86,80988.0,84.0,384.0,386.0,-0.23305,85.0,0.69415,130.0,0.0,26.152,0.14377,5.0,-5.4583,43.75,3.8501,497.22,0.0,6.5,0.086621,755.0,0.0,-16.983,0.00033581,243.0,0.0,-7.375,0.00010386,-1.6036,0.0,-40.75,5.0876e-05,0.95469,0.27277,0.0,0.0035326,-7.9632,2.7327,1.0,0.0,-0.00021659,4.0865e-15,0.0,2.2689,4.111,0.58619,,-2.9168,-3.1362,1.0
87,0.0014461,90.0,0.0,1.0,0.50314,333.88,0.0,1.0,256.0,536.0,0.0,3e-06,-1.471,222.0,-0.0015465,124290.0,-9.9586,0.25,0.64156,76011.0,-3.9736e-08,-0.00018246,-1.2148,-0.26748,-1.192,2.2751,0.99999,0.0,-9.8389,-2.4744,1.8995,-4.8673,0.95929,166.0,0.29678,-0.26593,29.156,567.72,0.0,0.0,1.0,766.0,0.0,-4.9206,452.0,267.0,0.0,0.0,481.29,0.0,0.0,76011.0,213.0,0.0,0.0015465,1.0,766.0,0.0,1.2148,18939.0,2.2656,0.0,-0.64156,76011.0,0.0,256.0,0.0015323,1.0,4.0,188290.0,0.51155,1.0,0.43359,76011.0,-8.9407e-08,1.0,0.0,0.0625,0.0015462,2.0,1.0,1.0,0.73784,2.0,296.92,0.0,0.0,2.0,78.0,188.59,76011.0,85.0,384.0,382.0,-0.26748,86.0,0.71998,126.0,0.0,25.64,0.13836,5.0,-4.8673,45.0,3.7655,485.51,0.0,6.4688,0.087299,766.0,0.0,-16.783,0.00045602,222.0,0.0,-7.375,0.00013623,-1.192,0.0,-38.0,4.7502e-05,0.95929,0.30722,0.0,0.0039293,-9.8389,2.6287,1.0,0.0,3.2344e-05,4.1525e-15,0.0,2.9645,4.395,0.6854,,-3.0394,-4.0026,1.0
88,0.0015518,97.0,0.0,1.0,0.49726,355.08,0.0,1.0,256.0,564.0,0.0,3e-06,-1.8124,239.0,-0.0015202,121460.0,-18.517,0.25,0.78527,75251.0,-5.9605e-08,-0.00010229,-0.98845,-0.22573,-1.4889,2.2287,0.99976,0.0,-17.639,-2.3762,2.193,-5.0325,0.95674,159.0,0.37215,-0.22421,5.5312,547.26,0.0,0.0,2.0,775.0,0.0,-4.7747,26.0,296.0,0.0,0.0,469.82,0.0,0.0,75251.0,235.0,0.0,0.0015202,1.0,775.0,-0.0,0.98845,18749.0,2.0938,0.0,-0.78527,75251.0,0.0,256.0,0.0012759,1.0,4.0,184960.0,0.40773,1.0,0.47656,75251.0,-8.7457e-08,1.0,0.0,0.042969,0.00129,2.0,1.0,1.0,0.48852,2.0,293.95,0.0,0.0,2.0,83.0,180.5,75251.0,86.0,384.0,391.0,-0.22573,87.0,0.6723,127.0,0.0,26.054,0.13455,5.0,-5.0325,43.75,3.6454,474.45,0.0,6.4688,0.086472,775.0,0.0,-16.891,0.0003811,239.0,0.0,-7.375,8.3446e-05,-1.4889,0.0,-37.75,4.2654e-05,0.95674,0.25938,0.0,0.0037673,-17.639,2.6279,1.0,-3.2444e-09,0.00030909,2.3024e-15,0.0,2.9514,4.5161,0.60997,,-3.0411,-4.3656,1.0
89,0.0020274,93.0,0.0,1.0,0.50912,348.44,0.0,1.0,256.0,560.0,0.0,3e-06,-1.3964,204.0,-0.0010278,125180.0,-10.0,0.25,0.76805,74476.0,0.0,-0.0001827,-0.85077,-0.26709,-1.0831,1.6058,1.0003,0.0,-9.0928,-2.4748,2.1556,-4.9184,0.96196,163.0,0.42709,-0.26607,24.938,569.17,0.0,0.0,2.0,1065.0,0.0,-4.8934,547.0,246.0,0.0,0.0,481.11,0.0,0.0,74476.0,200.0,0.0,0.0010278,1.0,1065.0,0.0,0.85077,18555.0,2.1406,0.0,-0.76805,74476.0,0.0,256.0,0.0013555,1.0,4.0,228350.0,0.38751,1.0,0.46484,74476.0,-8.8621e-08,1.0,0.0,0.0625,0.0013586,2.0,1.0,1.0,0.3619,2.0,290.92,0.0,0.0,2.0,73.0,198.06,74476.0,87.0,384.0,681.0,-0.26709,88.0,0.68556,131.0,0.0,25.649,0.15761,5.0,-4.9184,45.0,3.9146,488.98,0.0,6.5,0.088523,1065.0,0.0,-16.883,0.00034884,204.0,0.0,-7.3125,0.00011725,-1.0831,0.0,-37.25,4.8043e-05,0.96196,0.30937,0.0,0.0039156,-9.0928,2.8833,1.0,-1.5059e-08,0.00020173,5.973e-17,0.0,2.2863,4.4477,0.6624,,-3.2805,-3.3274,1.0
90,0.0013121,106.0,0.0,1.0,0.49391,340.58,0.0,1.0,256.0,534.0,0.0,3e-06,-1.6186,226.0,-0.0013715,119930.0,-8.7852,0.25,0.57882,71917.0,0.0,-0.00014969,-0.90131,-0.23906,-1.2844,2.0049,0.99997,0.0,-7.8248,-2.4746,1.7839,-5.4296,0.96198,150.0,0.40604,-0.23768,21.406,558.87,0.0,0.0,2.0,758.0,0.0,-5.2625,402.0,231.0,0.0,0.0,464.52,0.0,0.0,71917.0,222.0,0.0,0.0013715,1.0,758.0,-0.0,0.90131,17915.0,2.0781,0.0,-0.57882,71917.0,0.0,256.0,0.0013462,1.0,4.0,182270.0,0.30734,1.0,0.48047,71917.0,-8.8345e-08,1.0,0.0,0.0625,0.0013608,2.0,1.0,1.0,0.40618,2.0,280.93,0.0,0.0,2.0,70.0,187.55,71917.0,88.0,384.0,374.0,-0.23906,89.0,0.68444,140.0,0.0,25.684,0.1396,5.0,-5.4296,44.75,3.5678,468.48,0.0,6.5,0.08355,758.0,0.0,-16.732,0.0003383,226.0,0.0,-7.3438,9.7557e-05,-1.2844,0.0,-37.75,4.3355e-05,0.96198,0.27975,0.0,0.0037878,-7.8248,2.7598,1.0,8.4869e-10,0.00017529,1.2567e-14,0.0,2.7056,4.4562,0.65924,,-3.171,-3.6085,1.0
91,0.0014012,86.0,0.0,1.0,0.49326,323.67,0.0,1.0,256.0,633.0,0.0,3e-06,-1.6639,209.0,-0.0016279,119950.0,-10.417,0.25,1.1813,73841.0,-1.9868e-07,-0.00017169,-1.0963,-0.27846,-1.3845,2.454,0.9999,0.0,-9.5865,-2.4082,3.2587,-4.8783,0.96235,170.0,0.33409,-0.27684,8.8438,541.84,0.0,0.0,2.0,681.0,0.0,-4.494,156.0,240.0,0.0,0.0,465.47,0.0,0.0,73841.0,206.0,0.0,0.0016279,1.0,681.0,-0.0,1.0963,18396.0,2.2812,0.0,-1.1813,73841.0,0.0,256.0,0.0015289,1.0,4.0,170240.0,1.0774,1.0,0.42969,73841.0,-8.9407e-08,1.0,0.0,0.0625,0.0015365,2.0,1.0,1.0,0.69777,2.0,288.44,0.0,0.0,2.0,65.0,180.11,73841.0,89.0,384.0,297.0,-0.27846,90.0,0.66866,128.0,0.0,25.443,0.13048,5.0,-4.8783,44.5,3.5726,468.55,0.0,6.5,0.087544,681.0,0.0,-16.76,0.00036653,209.0,0.0,-7.3438,0.0001117,-1.3845,0.0,-38.0,4.5238e-05,0.96235,0.31762,0.0,0.003882,-9.5865,2.9976,1.0,0.0,0.00010308,1.5951e-14,0.0,3.1547,3.9866,0.64024,,-2.9323,-3.8064,1.0
92,0.0016324,141.0,0.0,1.0,0.48048,343.48,0.0,1.0,256.0,531.0,0.0,3e-06,-1.2416,237.0,-0.0013154,112530.0,-8.0595,0.25,0.76658,66675.0,-7.9473e-08,-0.0002373,-1.5423,-0.21363,-0.74057,2.3082,0.99994,0.0,-7.5964,-2.3688,2.1524,-4.7479,0.96458,115.0,0.21388,-0.21232,25.438,557.41,0.0,0.0,2.0,766.0,0.0,-4.9169,666.0,253.0,0.0,0.0,431.86,0.0,0.0,66675.0,231.0,-0.0,0.0013154,1.0,766.0,-0.0,1.5423,16605.0,1.4531,0.0,-0.76658,66675.0,0.0,256.0,0.0012597,1.0,4.0,183300.0,0.75622,1.0,0.63672,66675.0,-8.8476e-08,1.0,0.0,0.0625,0.0012737,2.0,1.0,1.0,1.1894,2.0,260.45,0.0,0.0,2.0,68.0,179.13,66675.0,90.0,384.0,382.0,-0.21363,91.0,0.64717,134.0,0.0,26.229,0.137,5.0,-4.7479,45.5,3.3593,439.58,0.0,6.5312,0.28447,766.0,0.0,-16.897,0.00032026,237.0,0.0,-7.375,8.2033e-05,-0.74057,0.0,-37.75,4.8172e-05,0.96458,0.24612,0.0,0.0032581,-7.5964,3.0655,1.0,-9.1541e-09,-6.5423e-05,4.5229e-15,0.0,3.436,5.5912,0.7187,,-3.2617,-4.9754,1.0
