step,timeperf/load_bcast,sft-eval/n_valid_tokens,sft/grad_norm,sft/prompt_tokens,timeperf/train_step,sft-eval/ppl/avg,sft/loss/avg,sft/update_successful,timeperf/save,sft-eval/ppl/max,sft/loss/max,sft/vocab_max_logits/avg,timeperf/checkpoint_for_recover,sft-eval/ppl/min,sft/loss/min,sft/vocab_max_logits/max,timeperf/eval,sft-eval/prompt_tokens,sft/lr,sft/vocab_max_logits/min,timeperf/clear_batches,sft-eval/vocab_max_logits/avg,sft/n_seqs,sft/vocab_min_logits/avg,sft-eval/loss/avg,sft-eval/vocab_max_logits/max,sft/n_tokens,sft/vocab_min_logits/max,sft-eval/loss/max,sft-eval/vocab_max_logits/min,sft/n_valid_tokens,sft/vocab_min_logits/min,sft-eval/loss/min,sft-eval/vocab_min_logits/avg,sft/ppl/avg,sft-eval/n_seqs,sft-eval/vocab_min_logits/max,sft/ppl/max,sft-eval/n_tokens,sft-eval/vocab_min_logits/min,sft/ppl/min
169,0.0077898,,3.057,4887.0,0.11267,,0.32645,1.0,0.00017635,,13.431,22.322,7.2259e-05,,-0.0,40.0,3.8999e-05,,5.9304e-06,6.125,0.00025404,,32.0,-13.692,,,11475.0,-6.625,,,6588.0,-36.0,,,1.3781,,,1.9868,,,1.1029
170,0.0074827,,2.7242,5016.0,0.12304,,0.36766,1.0,0.00010535,,12.081,22.591,4.9725e-05,,-0.0,39.5,3.7657e-05,,5.9292e-06,6.0938,0.00022325,,32.0,-13.698,,,13646.0,-6.625,,,8630.0,-36.25,,,1.4481,,,2.2804,,,1.0994
171,0.0096846,,2.7212,4643.0,0.11317,,0.32628,1.0,9.6896e-05,,19.52,22.461,4.7742e-05,,-0.0,39.0,3.5874e-05,,5.928e-06,6.0938,0.00022508,,32.0,-13.838,,,11113.0,-6.7188,,,6470.0,-36.25,,,1.3819,,,2.0674,,,1.0943
172,0.0064431,,2.6504,4790.0,0.11322,,0.33923,1.0,0.0001559,,10.783,22.29,5.1718e-05,,-0.0,40.25,3.1727e-05,,5.9267e-06,6.125,0.00024957,,32.0,-13.734,,,11709.0,-6.75,,,6919.0,-36.0,,,1.3823,,,2.2165,,,1.0814
173,0.0075075,,2.4746,5359.0,0.11383,,0.29381,1.0,0.00011979,,11.732,22.442,5.0716e-05,,-0.0,39.25,3.0416e-05,,5.9255e-06,6.0938,0.00021272,,32.0,-13.788,,,12268.0,-6.7188,,,6909.0,-36.0,,,1.3823,,,2.7346,,,1.1141
174,0.0077579,,4.5753,4771.0,0.8016,,0.35322,1.0,0.00015043,,10.638,22.273,7.0556e-05,,-0.0,40.0,3.7968e-05,,5.9242e-06,6.0938,0.00023525,,32.0,-13.487,,,11354.0,-6.7188,,,6583.0,-36.0,,,1.3888,,,2.0238,,,1.0391
175,0.010097,,2.9151,5062.0,0.11364,,0.32413,1.0,0.00010279,,13.515,22.582,5.7517e-05,,-0.0,37.75,4.0671e-05,,5.923e-06,6.2188,0.00023407,,32.0,-13.733,,,11168.0,-6.625,,,6106.0,-36.0,,,1.3827,,,2.3683,,,1.0835
176,0.006714,,2.6112,4637.0,0.11332,,0.27508,1.0,0.00010691,,10.462,22.757,4.5339e-05,,-0.0,37.75,3.4552e-05,,5.9217e-06,6.2188,0.00020994,,32.0,-13.938,,,11666.0,-6.5625,,,7029.0,-35.75,,,1.2944,,,1.6344,,,1.0657
177,0.0066611,,2.34,4350.0,0.11776,,0.30395,1.0,0.00016537,,13.156,22.89,5.4302e-05,,-0.0,39.5,3.972e-05,,5.9204e-06,6.0938,0.00024999,,32.0,-14.048,,,11836.0,-6.6875,,,7486.0,-36.0,,,1.361,,,2.0422,,,1.0837
178,0.0076029,,2.8542,5126.0,0.11569,,0.34105,1.0,0.00025939,,25.606,22.477,6.6049e-05,,-0.0,42.0,4.5658e-05,,5.9191e-06,6.2188,0.0002745,,32.0,-13.725,,,11684.0,-6.5312,,,6558.0,-35.75,,,1.4259,,,2.419,,,1.1313
179,0.24773,,2.4757,4904.0,0.12234,,0.28802,1.0,0.00069303,,10.011,22.403,0.00019439,,-0.0,39.0,0.00011822,,5.9178e-06,6.2188,0.0002886,,32.0,-13.658,,,11674.0,-6.2188,,,6770.0,-36.0,,,1.3237,,,1.9197,,,1.069
180,0.012533,,2.4747,4424.0,0.12276,,0.24132,1.0,0.00019304,,13.889,22.892,6.9185e-05,,-0.0,40.25,4.0872e-05,,5.9165e-06,6.0625,0.00023912,,32.0,-13.848,,,12529.0,-6.5625,,,8105.0,-35.75,,,1.2701,,,1.6477,,,1.1111
181,0.00098792,,2.2914,5161.0,0.14942,,0.32546,1.0,0.00021973,,9.6259,22.699,8.4388e-05,,-0.0,40.25,4.1313e-05,,5.9152e-06,6.0625,0.00026794,,32.0,-13.544,,,14213.0,-6.5625,,,9052.0,-35.75,,,1.2701,,,1.6322,,,1.0736
182,0.0013106,,2.2478,5180.0,0.11502,,0.20874,1.0,0.00011545,,12.014,23.096,6.0151e-05,,-0.0,44.0,3.6876e-05,,5.9139e-06,6.1875,0.00022351,,32.0,-14.132,,,12200.0,-6.2188,,,7020.0,-35.75,,,1.2339,,,1.6465,,,1.0658
183,0.013457,,2.5654,4632.0,0.1156,,0.22353,1.0,0.00011491,,10.682,23.156,5.2048e-05,,-0.0,42.0,3.5193e-05,,5.9125e-06,6.1875,0.00022204,,32.0,-14.348,,,11615.0,-6.625,,,6983.0,-36.0,,,1.2373,,,1.509,,,1.019
184,0.0071955,,2.2348,5677.0,0.12099,,0.2387,1.0,0.00030648,,9.689,23.248,7.1057e-05,,-0.0,39.25,4.1723e-05,,5.9112e-06,6.1875,0.00028876,,32.0,-14.31,,,13253.0,-5.6875,,,7576.0,-35.75,,,1.2465,,,1.7103,,,1.0681
185,0.0012611,,2.6464,4323.0,0.74983,,0.27976,1.0,0.00024489,,11.726,22.993,7.961e-05,,-0.0,40.5,4.1713e-05,,5.9098e-06,6.1875,0.00025851,,32.0,-14.259,,,10298.0,-6.6875,,,5975.0,-36.0,,,1.3143,,,1.9444,,,1.0666
186,0.0073795,,2.3931,4499.0,0.11157,,0.2123,1.0,0.00011923,,10.697,24.001,4.7672e-05,,-0.0,40.0,3.6235e-05,,5.9084e-06,6.0312,0.00021069,,32.0,-15.136,,,11223.0,-6.8125,,,6724.0,-36.25,,,1.2581,,,2.255,,,1.035
187,0.0074972,,2.4265,4748.0,0.11551,,0.21468,1.0,0.00027695,,14.313,24.179,6.5789e-05,,-0.0,44.25,4.1923e-05,,5.907e-06,6.1875,0.0002902,,32.0,-14.955,,,11830.0,-6.8438,,,7082.0,-36.25,,,1.2517,,,2.1336,,,1.014
188,0.00781,,2.9493,4846.0,0.11807,,0.27546,1.0,0.00014688,,12.086,24.204,5.1838e-05,,-0.0,42.25,3.7696e-05,,5.9056e-06,6.0312,0.00024422,,32.0,-15.242,,,12620.0,-6.875,,,7774.0,-36.0,,,1.3012,,,2.0755,,,1.0759
189,0.0074004,,2.7889,4490.0,0.11322,,0.21904,1.0,0.00016904,,14.044,24.666,6.1843e-05,,-0.0,42.0,3.8578e-05,,5.9042e-06,6.1562,0.00024956,,32.0,-15.769,,,11212.0,-6.9688,,,6722.0,-36.0,,,1.2463,,,1.6462,,,1.0435
190,0.0078234,,2.4729,4421.0,0.11283,,0.18758,1.0,0.00011309,,11.691,25.052,5.309e-05,,-0.0,41.5,3.5013e-05,,5.9028e-06,6.1562,0.00020855,,32.0,-15.86,,,11425.0,-6.9062,,,7004.0,-36.25,,,1.213,,,1.4806,,,1.068
191,0.0068501,,2.4957,5073.0,0.78668,,0.2336,1.0,0.00016646,,11.625,25.097,8.5309e-05,,-0.0,44.25,3.9029e-05,,5.9014e-06,6.1562,0.0002709,,32.0,-16.069,,,13496.0,-7.0,,,8423.0,-37.0,,,1.2553,,,1.7313,,,1.029
192,0.0075804,,3.2192,5132.0,0.11843,,0.25902,1.0,0.00010591,,11.75,24.69,4.8733e-05,,-0.0,43.5,3.5384e-05,,5.9e-06,5.9688,0.00021622,,32.0,-15.631,,,13113.0,-7.0938,,,7981.0,-36.5,,,1.2804,,,2.0743,,,1.0484
193,0.0098306,,2.8696,4667.0,0.10986,,0.19596,1.0,0.00012299,,11.909,24.79,4.8723e-05,,-0.0,43.75,4.3966e-05,,5.8985e-06,6.0938,0.00022135,,32.0,-15.867,,,10970.0,-7.125,,,6303.0,-37.5,,,1.2066,,,1.5538,,,1.0413
194,0.00674,,2.8539,5065.0,0.11367,,0.19887,1.0,0.00010387,,11.693,24.811,5.4092e-05,,-0.0,43.0,3.4392e-05,,5.897e-06,6.0938,0.00020693,,32.0,-16.045,,,12027.0,-7.1875,,,6962.0,-36.5,,,1.2308,,,1.6961,,,1.0385
195,0.0066555,,2.9966,4714.0,0.10938,,0.17561,1.0,0.00011672,,8.8885,24.925,4.5228e-05,,-0.0,44.0,2.5339e-05,,5.8956e-06,6.1562,0.00021152,,32.0,-16.085,,,10908.0,-7.0625,,,6194.0,-36.5,,,1.1957,,,1.3742,,,1.0692
196,0.0065699,,3.2766,4552.0,0.10571,,0.19621,1.0,0.00012201,,10.31,24.527,4.7321e-05,,-0.0,44.25,3.2339e-05,,5.8941e-06,6.0625,0.00022724,,32.0,-15.853,,,9717.0,-7.0625,,,5165.0,-36.75,,,1.2112,,,1.6838,,,1.0648
197,0.0068689,,3.968,4886.0,0.11368,,0.35163,1.0,0.00011505,,14.438,23.976,4.4437e-05,,-0.0,44.25,2.5389e-05,,5.8926e-06,6.1562,0.00021306,,32.0,-15.57,,,11495.0,-7.0312,,,6609.0,-37.0,,,1.3982,,,2.1351,,,1.0515
198,0.0066821,,3.4968,4484.0,0.11409,,0.23434,1.0,9.267e-05,,13.877,25.002,4.2223e-05,,-0.0,44.75,2.4177e-05,,5.8911e-06,6.0938,0.0002114,,32.0,-15.837,,,11711.0,-6.9688,,,7227.0,-36.75,,,1.2546,,,1.669,,,1.0524
199,0.0068658,,3.7302,4928.0,0.11476,,0.19834,1.0,0.00027546,,9.7218,24.893,7.5955e-05,,-0.0,43.0,4.9735e-05,,5.8896e-06,6.125,0.00029353,,32.0,-15.819,,,11662.0,-6.9375,,,6734.0,-37.75,,,1.2304,,,1.7,,,1.0487
200,0.0078633,28481.0,3.3123,4913.0,0.11261,1.5654,0.23602,1.0,5.4831,3.3939,12.028,24.282,0.00020475,1.0754,-0.0,45.0,0.51364,17967.0,5.8881e-06,6.0625,0.00038857,24.454,32.0,-15.683,0.42943,42.75,10939.0,-7.0625,19.751,6.0938,6026.0,-36.75,-0.0,-15.6,1.2533,126.0,-7.125,1.7028,46448.0,-37.25,1.0945
201,0.0079297,,2.9708,4974.0,0.11973,,0.23108,1.0,0.00028931,,12.078,24.105,0.00011179,,-0.0,41.5,9.3411e-05,,5.8866e-06,6.0938,0.00024985,,32.0,-15.413,,,11274.0,-7.125,,,6300.0,-36.5,,,1.2548,,,1.8681,,,1.0683
202,0.0073362,,2.772,4495.0,0.1283,,0.31279,1.0,0.00032196,,13.257,24.319,6.5969e-05,,-0.0,43.25,4.2774e-05,,5.885e-06,6.1562,0.00025929,,32.0,-15.38,,,12046.0,-7.0312,,,7551.0,-36.75,,,1.2388,,,2.1641,,,1.0699
203,0.0080388,,2.8569,4970.0,0.1121,,0.21778,1.0,0.00013278,,8.3647,24.059,6.5569e-05,,-0.0,42.75,3.8368e-05,,5.8835e-06,6.1562,0.00021123,,32.0,-15.307,,,10716.0,-7.0625,,,5746.0,-37.0,,,1.2377,,,1.5859,,,1.0589
204,0.01181,,3.2345,5211.0,0.11813,,0.23582,1.0,0.00012349,,10.559,24.189,5.2359e-05,,-0.0,41.75,3.6826e-05,,5.8819e-06,6.1562,0.0002225,,32.0,-15.236,,,11691.0,-6.6875,,,6480.0,-36.75,,,1.2623,,,1.6773,,,1.0622
205,0.0077086,,2.675,5130.0,0.12021,,0.22114,1.0,0.00012138,,10.55,24.293,5.0546e-05,,-0.0,42.0,4.0691e-05,,5.8803e-06,6.0312,0.0002094,,32.0,-15.334,,,12944.0,-7.0,,,7814.0,-37.0,,,1.2382,,,1.668,,,1.0889
206,0.006955,,2.6663,4564.0,0.11206,,0.19206,1.0,0.00010601,,11.39,24.214,4.7732e-05,,-0.0,41.5,3.3571e-05,,5.8788e-06,6.1562,0.00021112,,32.0,-15.478,,,10628.0,-7.0312,,,6064.0,-37.0,,,1.2188,,,1.6926,,,1.0313
207,0.0067106,,2.5856,5279.0,0.11441,,0.2306,1.0,9.7197e-05,,12.94,24.074,4.7121e-05,,-0.0,42.75,4.5007e-05,,5.8772e-06,6.125,0.00020878,,32.0,-15.276,,,11760.0,-6.4062,,,6481.0,-37.0,,,1.2683,,,2.0751,,,1.0813
208,0.01133,,2.4774,5222.0,0.12335,,0.23756,1.0,0.00010098,,10.789,24.633,4.657e-05,,-0.0,42.75,3.4231e-05,,5.8756e-06,6.0312,0.00021068,,32.0,-15.606,,,13745.0,-7.0938,,,8523.0,-37.0,,,1.2853,,,1.629,,,1.0947
209,0.006489,,2.8817,5302.0,0.11776,,0.23579,1.0,0.00030294,,16.813,24.349,6.9905e-05,,-0.0,40.5,3.6215e-05,,5.874e-06,6.0312,0.00028411,,32.0,-15.574,,,11781.0,-6.6875,,,6479.0,-37.0,,,1.2715,,,1.9421,,,1.0695
210,0.0080166,,2.7922,5046.0,0.12165,,0.26116,1.0,0.00017036,,13.165,24.035,5.8728e-05,,-0.0,44.75,3.1318e-05,,5.8723e-06,6.125,0.00023516,,32.0,-15.208,,,11199.0,-6.5312,,,6153.0,-37.25,,,1.266,,,1.693,,,1.042
211,0.011899,,2.8741,4586.0,0.12019,,0.27334,1.0,0.00015949,,13.564,24.522,4.4006e-05,,-0.0,41.25,3.9139e-05,,5.8707e-06,6.1562,0.00030085,,32.0,-15.578,,,12408.0,-7.0,,,7822.0,-36.75,,,1.3075,,,2.0418,,,1.1203
212,0.011998,,2.5902,4575.0,0.12038,,0.21112,1.0,0.00021953,,10.661,24.832,6.7582e-05,,-0.0,43.25,3.4762e-05,,5.8691e-06,6.0,0.00024237,,32.0,-15.94,,,11492.0,-7.0312,,,6917.0,-36.75,,,1.2246,,,1.704,,,1.0443
213,0.012463,,3.3184,4702.0,0.11214,,0.3274,1.0,0.00029011,,12.313,23.93,5.958e-05,,-0.0,40.25,3.374e-05,,5.8674e-06,6.0625,0.00022515,,32.0,-15.398,,,10953.0,-7.125,,,6251.0,-37.0,,,1.3408,,,2.0414,,,1.1043
214,0.010406,,2.4177,4703.0,0.11509,,0.20276,1.0,0.00016471,,9.8516,24.858,5.2149e-05,,-0.0,42.0,3.9089e-05,,5.8658e-06,6.0312,0.00024986,,32.0,-16.012,,,11949.0,-7.125,,,7246.0,-37.0,,,1.2245,,,1.6598,,,1.0814
215,0.0072727,,2.2712,4740.0,0.11857,,0.20576,1.0,0.00021791,,11.795,24.696,8.8423e-05,,-0.0,43.0,3.9089e-05,,5.8641e-06,6.0312,0.00026881,,32.0,-15.709,,,12434.0,-7.25,,,7694.0,-36.75,,,1.2185,,,1.7464,,,1.0672
216,0.010935,,3.2304,4926.0,0.1124,,0.24585,1.0,0.00027859,,12.095,24.045,8.5539e-05,,-0.0,43.5,3.8047e-05,,5.8624e-06,6.0312,0.00027516,,32.0,-15.487,,,10332.0,-7.0312,,,5406.0,-37.0,,,1.2609,,,2.1659,,,1.0683
217,0.01276,,3.0134,4900.0,0.12468,,0.27615,1.0,0.00024687,,10.405,24.175,7.4502e-05,,-0.0,41.5,3.9249e-05,,5.8607e-06,6.0312,0.0002939,,32.0,-15.639,,,12064.0,-7.125,,,7164.0,-36.75,,,1.3112,,,1.6666,,,1.0753
218,0.0076882,,3.2516,5209.0,0.12019,,0.25695,1.0,0.00025608,,10.951,24.235,7.4101e-05,,-0.0,42.25,4.0641e-05,,5.859e-06,6.2188,0.000297,,32.0,-15.385,,,12359.0,-6.6875,,,7150.0,-36.75,,,1.2763,,,2.111,,,1.0517
219,0.016303,,2.4894,5042.0,0.11825,,0.19882,1.0,0.00031284,,8.7536,24.663,9.7107e-05,,-0.0,43.5,5.0696e-05,,5.8573e-06,6.2188,0.00041895,,32.0,-15.914,,,12231.0,-7.2188,,,7189.0,-36.75,,,1.214,,,1.5046,,,1.0901
220,0.0077935,,2.5165,4688.0,0.11945,,0.20163,1.0,0.0002546,,11.506,24.636,8.1603e-05,,-0.0,43.25,4.7632e-05,,5.8556e-06,6.1875,0.00034702,,32.0,-15.835,,,11358.0,-7.1875,,,6670.0,-38.25,,,1.2183,,,1.5474,,,1.0469
221,0.011887,,3.4041,4764.0,0.11162,,0.23574,1.0,0.00027951,,12.922,24.107,5.963e-05,,-0.0,41.5,3.4522e-05,,5.8539e-06,6.2188,0.00025684,,32.0,-15.446,,,9960.0,-7.1562,,,5196.0,-36.5,,,1.2789,,,2.102,,,1.0614
222,0.0072124,,2.5763,5143.0,0.11522,,0.20546,1.0,0.00015663,,12.93,24.766,5.1187e-05,,-0.0,41.5,3.0636e-05,,5.8521e-06,6.2188,0.00023693,,32.0,-15.951,,,11823.0,-6.9375,,,6680.0,-36.75,,,1.2477,,,2.3231,,,1.0711
223,0.0079145,,2.7287,5125.0,0.11889,,0.24779,1.0,0.00012301,,11.444,24.524,4.8994e-05,,-0.0,42.5,2.8563e-05,,5.8504e-06,6.2188,0.00021352,,32.0,-15.891,,,12889.0,-7.1562,,,7764.0,-36.75,,,1.2468,,,1.5848,,,1.0637
224,0.010813,,2.3551,4922.0,0.11804,,0.18244,1.0,0.00022933,,13.126,25.033,5.5854e-05,,-0.0,41.5,4.2444e-05,,5.8486e-06,6.2812,0.00027634,,32.0,-16.133,,,12168.0,-7.0625,,,7246.0,-38.5,,,1.2087,,,1.5905,,,1.0572
225,0.012298,,2.9659,4841.0,0.11743,,0.23937,1.0,0.00030642,,11.375,24.428,6.4477e-05,,-0.0,41.5,4.1493e-05,,5.8468e-06,6.25,0.00028951,,32.0,-15.798,,,11242.0,-7.2188,,,6401.0,-36.75,,,1.2681,,,1.7119,,,1.0536
226,0.012497,,2.6311,4589.0,0.11463,,0.18193,1.0,0.00018512,,10.605,25.223,5.7086e-05,,-0.0,44.5,4.1132e-05,,5.8451e-06,6.1875,0.00026446,,32.0,-16.182,,,11492.0,-7.1562,,,6903.0,-37.75,,,1.2384,,,1.6934,,,1.0654
227,0.012121,,2.6674,5171.0,0.11858,,0.23677,1.0,0.0001482,,17.002,24.863,7.4762e-05,,-0.0,41.0,3.0576e-05,,5.8433e-06,6.2188,0.00025214,,32.0,-16.022,,,12544.0,-7.0625,,,7373.0,-39.25,,,1.2562,,,1.6762,,,1.0398
228,0.012333,,2.5746,4700.0,0.1129,,0.21062,1.0,0.00019553,,12.55,24.706,6.4657e-05,,-0.0,41.75,4.028e-05,,5.8415e-06,6.2188,0.00027031,,32.0,-15.888,,,11207.0,-6.9688,,,6507.0,-36.5,,,1.2427,,,1.6421,,,1.0676
229,0.0070337,,3.0807,4566.0,0.11057,,0.26635,1.0,0.00013794,,15.498,24.353,6.3286e-05,,-0.0,43.0,3.1037e-05,,5.8397e-06,6.2188,0.00022078,,32.0,-15.559,,,10903.0,-7.0625,,,6337.0,-37.0,,,1.2979,,,2.2633,,,1.0677
230,0.011554,,2.9301,4987.0,0.11572,,0.2555,1.0,0.00027449,,11.625,24.325,7.7076e-05,,-0.0,41.75,4.2073e-05,,5.8378e-06,6.2188,0.00030595,,32.0,-15.601,,,11483.0,-6.9688,,,6496.0,-36.75,,,1.2881,,,1.7268,,,1.0403
231,0.012582,,3.0206,5742.0,0.12221,,0.24831,1.0,0.00016038,,11.687,24.771,6.8032e-05,,-0.0,42.0,3.933e-05,,5.836e-06,6.2188,0.00024464,,32.0,-15.824,,,13139.0,-6.9688,,,7397.0,-37.25,,,1.2633,,,1.7661,,,1.0373
232,0.010634,,3.3426,4665.0,0.11104,,0.20942,1.0,0.00017413,,14.63,24.418,6.7422e-05,,-0.0,44.25,3.8518e-05,,5.8342e-06,6.0938,0.00023,,32.0,-15.549,,,10345.0,-6.875,,,5680.0,-37.0,,,1.2273,,,1.5929,,,1.0428
233,0.012023,,3.1462,4698.0,0.11449,,0.24281,1.0,0.00016882,,10.158,24.566,6.3065e-05,,-0.0,40.75,3.9099e-05,,5.8323e-06,6.0938,0.00024503,,32.0,-15.697,,,11159.0,-6.7812,,,6461.0,-37.25,,,1.2652,,,1.719,,,1.0977
234,0.0070522,,2.7298,4932.0,0.19164,,0.22732,1.0,0.00026377,,12.211,24.878,7.5304e-05,,-0.0,43.0,4.2724e-05,,5.8305e-06,6.125,0.00027338,,32.0,-15.873,,,12244.0,-6.75,,,7312.0,-37.0,,,1.2667,,,1.8555,,,1.0869
235,0.01206,,2.4928,4611.0,0.12023,,0.23505,1.0,0.00015263,,12.791,24.617,6.7111e-05,,-0.0,42.0,3.0606e-05,,5.8286e-06,6.125,0.00025313,,32.0,-15.563,,,12316.0,-6.7812,,,7705.0,-37.0,,,1.2626,,,1.8798,,,1.0762
236,0.0076099,,2.9105,4820.0,0.11303,,0.25266,1.0,9.899e-05,,9.5089,24.053,4.7462e-05,,-0.0,42.75,3.5374e-05,,5.8267e-06,6.2812,0.00021826,,32.0,-15.462,,,10950.0,-6.7812,,,6130.0,-37.25,,,1.2832,,,1.7703,,,1.1095
237,0.0073523,,2.5115,4874.0,0.12022,,0.20247,1.0,0.00026175,,11.745,24.725,5.4181e-05,,-0.0,43.0,4.1713e-05,,5.8248e-06,6.125,0.00025915,,32.0,-15.793,,,12377.0,-6.7812,,,7503.0,-36.75,,,1.2375,,,1.5113,,,1.0662
238,0.0075867,,2.8723,4542.0,0.11388,,0.27864,1.0,0.00013417,,13.955,24.094,4.9875e-05,,-0.0,41.25,3.1017e-05,,5.8229e-06,6.2188,0.00024996,,32.0,-15.433,,,11456.0,-6.8438,,,6914.0,-36.75,,,1.3087,,,2.0586,,,1.0706
239,0.0073116,,2.6872,4526.0,0.11424,,0.24275,1.0,0.0002404,,9.2511,24.476,5.363e-05,,-0.0,40.75,3.1787e-05,,5.821e-06,6.2188,0.00026232,,32.0,-15.655,,,11264.0,-6.75,,,6738.0,-37.0,,,1.2726,,,1.7919,,,1.0882
240,0.0074307,,2.6113,5204.0,0.12241,,0.24399,1.0,0.00030012,,15.938,24.488,6.4898e-05,,-0.0,41.0,4.4608e-05,,5.8191e-06,6.2188,0.00026281,,32.0,-15.683,,,12952.0,-6.75,,,7748.0,-36.75,,,1.255,,,1.7194,,,1.0397
241,0.0078153,,2.6381,4684.0,0.11659,,0.19222,1.0,0.00015481,,21.066,24.688,4.9225e-05,,-0.0,41.5,4.0912e-05,,5.8171e-06,6.125,0.00025209,,32.0,-16.036,,,11672.0,-6.8125,,,6988.0,-36.75,,,1.2254,,,1.671,,,1.0584
242,0.010484,,2.6515,4676.0,0.11539,,0.24249,1.0,0.0002161,,14.391,24.345,6.617e-05,,-0.0,41.0,3.8888e-05,,5.8152e-06,6.125,0.00023764,,32.0,-15.678,,,11638.0,-6.8125,,,6962.0,-36.5,,,1.2653,,,1.9898,,,1.0863
243,0.0074942,,2.5658,4898.0,0.11935,,0.20477,1.0,0.00013519,,13.295,24.809,5.95e-05,,-0.0,44.25,3.932e-05,,5.8133e-06,6.125,0.00024904,,32.0,-15.75,,,12684.0,-6.8438,,,7786.0,-36.5,,,1.2305,,,1.5451,,,1.062
244,0.0075318,,2.9,5473.0,0.11898,,0.25779,1.0,0.00029876,,10.089,24.17,7.8518e-05,,-0.0,41.25,4.5188e-05,,5.8113e-06,6.125,0.00028474,,32.0,-15.332,,,11964.0,-6.5312,,,6491.0,-36.75,,,1.2491,,,1.7347,,,1.0422
245,0.0080366,,2.9229,5107.0,0.16344,,0.4637,1.0,0.00024788,,14.81,24.205,7.2499e-05,,-0.0,41.5,3.357e-05,,5.8093e-06,6.125,0.00026986,,32.0,-15.656,,,15563.0,-6.7812,,,10456.0,-36.75,,,1.2652,,,2.3931,,,1.0585
246,0.0075978,,3.1374,4990.0,0.11105,,0.23908,1.0,0.00016687,,11.852,24.228,6.1042e-05,,-0.0,42.75,2.9784e-05,,5.8073e-06,6.125,0.00021793,,32.0,-15.501,,,10794.0,-6.8438,,,5804.0,-36.75,,,1.2449,,,1.9005,,,1.045
247,0.0069863,,2.9525,5709.0,0.11509,,0.23043,1.0,0.00017967,,16.817,24.41,4.9454e-05,,-0.0,43.75,2.7942e-05,,5.8054e-06,6.0938,0.00022714,,32.0,-15.535,,,11936.0,-6.9062,,,6227.0,-36.75,,,1.2306,,,1.5631,,,1.0409
248,0.0068724,,3.2016,5058.0,0.11891,,0.2515,1.0,0.00017245,,13.077,24.423,6.8152e-05,,-0.0,42.0,3.2539e-05,,5.8034e-06,6.0938,0.00026125,,32.0,-15.56,,,12482.0,-6.9062,,,7424.0,-37.0,,,1.2723,,,1.7898,,,1.0735
249,0.0074156,,3.1806,4521.0,0.11392,,0.25395,1.0,0.00011576,,9.3624,24.779,5.0887e-05,,-0.0,41.75,2.8794e-05,,5.8013e-06,6.0625,0.00022373,,32.0,-15.955,,,11728.0,-6.9375,,,7207.0,-37.0,,,1.2934,,,1.7368,,,1.1049
250,0.0079036,28481.0,3.0685,4947.0,0.11608,1.5681,0.2726,1.0,5.1826,3.3368,10.667,24.449,0.00016874,1.0606,-0.0,42.5,0.50244,17967.0,5.7993e-06,6.1875,0.00037504,24.564,32.0,-15.685,0.42971,41.5,12178.0,-6.8438,19.907,6.0938,7231.0,-36.75,-0.0,-15.701,1.2863,126.0,-6.9375,1.8203,46448.0,-37.75,1.0733
